url,recette,commentext,auteur,date,note
http://www.marmiton.org/recettes/recette-avis_choux-a-la-chantilly-nappes-de-chocolat-chaud_21745.aspx,Choux à la chantilly nappés de chocolat chaud,"Pour ma part, le glaçage était trop fort en chocolat n'aimant que le chocolat au lait en général ou alors du noir mais en très petite quantité, j'ai donc allongé la préparation de 10 cl de lait pour arriver en tout à 15 cl et j'y ai ajouté un sachet de sucre vanillé. Le glaçage était plus liquide, plus brillant et bien meilleur !",Zarydana,06/06/20,3
http://www.marmiton.org/recettes/recette-avis_choux-a-la-chantilly-nappes-de-chocolat-chaud_21745.aspx,Choux à la chantilly nappés de chocolat chaud,"Une merveille ! Délicieux, simple et rapide",Agnes_196,07/12/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Très très bon,cuisson à adapter au four et aux goûts de chacun.Convient aussi aux pêches. ",taasdiskotheik,23/08/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Au départ, j'ai aimé les ingrédients mais le mélange me paraissait bizarre! j'ai décidé quand même de tester ! Finalement pas déçu, c'était très bon et tout le monde a aimé. Merci beaucoup pour cette bonne recette !",benyasla,25/08/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Très bon, facile à faire, mes invités ont adoré! Je le referai...",daphninounette,11/08/20,4
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,Très bonne recette à refaire. C'était un délice.,mimine36,11/05/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,Très bon mais cuisson beaucoup plus longue que mentionnée ,Michou27,19/09/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Effectivement moins de sucre convient très bien (12 5g) par contre le temps de cuisson a été beaucoup plus long, mais le résultat a été succulent, mes amis ont été ravis, j'ai hâte de le faire gouter à mes enfants, merci pour la recette...",tite_ninie76,16/08/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,Mettre moitié moins de sucre,Laurie87,09/08/20,1
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Facile, rapide et bon (avec 120g de sucre)....que demander de plus ?",fanifinifoutu,27/09/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"En clair, recette facile à faire et rapide !!",Roxoucoco,07/09/20,4
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,Délicieux et rapide à préparer... Tout le monde a aimé,sylvie_219,15/08/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Peut être que la prochaine fois, je mettrai moins (voire pas du tout) de beurre, mais sinon super, on s'est régalés, merci !",Milla,16/06/20,4
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,BRAVO,SYLVIE_4174,19/06/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Un vrai régal, tout simplement! Merci! J'ai juste mis 120g de sucre et 45 min au four.",aurelie70,31/07/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,Ah si : y'en avait pas assez !,babyoll,10/12/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"J'ai suivi les avis (moins de sucre et plus de cuisson mais j'ai fait la bêtise de vouloir démouler à chaud alors là catastrophe tout c'est délité!!! pas beau à voir, mais au goût.... super bon : comme quoi faut pas se fier aux apparences!!!",stephanie_441,03/08/20,3
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Déception totale. Aucune consistance, cuisson conseillée beaucoup trop courte. Mais ai-je loupé quelque chose? Pas tentée de ré-essayer parce que j'ai suivi la recette à la lettre. désolée",grenouille,27/08/20,1
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Ce clafoutis est excellent mais je n'ai mis que 75g de sucre en tout, avec des brugnons blancs, à refaire régulièrement...Un moyen pour que les enfants mangent des fruits !",sophie_3181,14/08/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Très bon! J'ai mis moins de sucre, 120g en tout et ça suffisait largement.",millilie,10/08/20,4
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Bonne recette! Je mets la moitié de sucre, pour moi cela suffit.",Monique_190,29/07/20,5
http://www.marmiton.org/recettes/recette-avis_clafoutis-aux-brugnons_30495.aspx,Clafoutis aux brugnons,"Pas mal, mais un peu trop sucré comme clafoutis.",Elise_76,25/09/20,4
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Super pratique !,Assiacoco,06/07/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Très bonne recette merci.,sylvielatambouille,08/02/20,4
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"Excellents et faciles à réaliser, tout a été réalisé avec mes enfants et après ils ont adoré !!!",ARCAMAQUE,14/07/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Ils sont excellents ces petits biscuits. Il faut mettre une bonne cuillère de cannelle pour trouver le goût. Je les ai fait à chaque fois que mes petits-enfants viennent et ils se régalent. On peut les conserver dans une boite.,Gitbri57,04/12/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"C'est délicieux ! Mais veillez à bien faire fondre le beurre comme il se doit car si le beurre font trop, les biscuits seront cramés.",CandyPatissiere,29/10/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Simple mais bon,calinpilou,31/05/20,4
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"J'ai un peu modifié la recette en mettant 75 g de sucre glace et 100 g de beurre, c'était très bon et ma fille s'est régalée à faire les sablés avec les emportes pièces.",Agnes_1418,25/02/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Excellent ! J'ai pris en compte les commentaires du dessous j'ai donc ajouté un oeuf et enlevé 100 g de sucre par peur que ce soit trop sec. J'ai ajouté également des pépites de chocolat et cuit 20 minutes à 180 degrés. Super bon ! A refaire !!,victoria6938,15/11/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,J'adore c'est délicieux,dubourgjeanne,12/11/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Alors je sais pas si c'est moi mais pourtant recette suivie à la lettre et me voilà avec des sablés durs. Je pense que c'est le sucre qu'il y en a trop.,aliine17,27/10/20,3
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Trop de sucre ,princesse2604,13/10/20,3
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,J'adore !,matyDieng,21/07/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"Délicieux, faciles à faire ! Juste super !",MyMatouh,01/07/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"Super sablées, la recette est très facile",nina0212,18/05/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"Sinon, gustativement délicieux !",cathguyco,24/10/20,4
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"J'adore, c'est trop bon !!!",sara2805,25/07/20,5
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Trop bon,kekepatiss,14/04/20,4
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"Trop de beurre dans cette recette, j'ai dû travailler la pâte plus que nécessaire pour l'incorporer, elle est donc logiquement devenue collante et pénible à utiliser. J'ai ajouté des pépites de chocolat et un peu de pralin, et fait des biscuits épais (un peu moins d'1 cm), et je n'ai pas trouvé le goût extraordinaire... je chercherai un autre recette !",Poopsymel,06/01/20,2
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,Délicieux... En suivant la recette. Petite suggestion à Marmiton... une minuterie serait tip top,Angie381,28/08/20,4
http://www.marmiton.org/recettes/recette-avis_sables-maison_19412.aspx,Sablés maison,"Je viens juste de les faire en suivant la recette... Délicieux... par contre petite suggestion à Marmiton... une petite minuterie serait tip top, merci.",Angie381,28/08/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Pour mon moule de 22 centimètres, j'ai mis 3 oeufs, 350 g de fromage blanc, 100 g de crème, 35 g de sucre coco, 1 cuillère à café de farine, 1 cuillère à café de vanille en poudre. Et seulement 200 g de crème de marrons. ",nino44,12/12/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Super, petit dessert réalisé pour Noël pour changer de la bûche habituelle, une réussite !!",Camillesimplement,14/02/20,4
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Excellente, j'ai juste mis 100g de sucre et pas de cacao à la fin. C'est un pur délice à manger frais, toute ma famille en redemande.",Sylvie_2551,07/10/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,Un vrai succès ! Avec du fromage blanc allégé ça passe très bien et très simple à faire !,Laulie92,01/03/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Désolée !! J'ai l'impression d'avoir réalisé une toute autre recette: la pâte brisée n'est pas un bon choix, le mélange fromage blanc-oeufs acide, ressemblant à un flan raté !! Merci à la crème de marrons qui limite ""l'horreur"" !! Dommage de gâcher de la crème de marrons avec cette recette !!",Estelle_126,09/01/20,1
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Très bon, facile et rapide à faire, pas cher, et en plus pas si calorique que ça avec du fromage 0%… Que du bonheur!",Gregory_155,15/03/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"La ""crème"" au fromage blanc est acide. Tout le monde a trouvé qu'il était dommage de ne pas mélanger la crème de marron au fromage blanc.",sbossu,16/02/20,1
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,Très bonne recette et tout simple à faire. Mon partenaire m'a donné le prix de la meilleure tarte ;o) alors merci.,Alexandra_1119,06/02/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,Simplement excellent!,lisead,26/09/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Divin, encore meilleur le lendemain et ça change.",sevelafleur,29/05/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"J'ai opté pour un mixte spéculoos / crème de marron (moitié, moitié) en fond de tarte, puis laissé 3 h au frigo, et tout le monde s'en est léché les babines!",celine_420,27/04/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Miam! J'ai remplacé le fond de pâte par un mélange de speculoos et de digestives écrasés et amalgamés avec du beurre fondu puis figré au réfrigérateur, ça donne un mélange de croustillant / épicé avec du fondant / légèrement parfumé... Terrible, vraiment.",MiChoKo,10/03/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,Un vrai régal. J'ai utilisé une pâte sablée. J'essaierais une prochaine fois en réalisant un fond de tarte aux spéculoos.,missepices,24/12/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Je l'ai faite pour mon homme il a trouvé ça moyen, peu de goût.",beatrice_572,11/12/20,3
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Proposée en devinette et donc, très bien dégustée, lentement... Les goûteurs ont été unanimes : délicieux!",Natouchka,08/12/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Pas mauvais, mais ma préparation au fromage blanc était trop ""acide"".",sabi_1,19/10/20,4
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Délicieuse tarte, proportions impeccables! Je n'ai pas fait précuire la pâte et tout s'est bien passé. Je l'ai laissée 2 heures au frigo avant de la manger: parfait ! Bravo !",Sevrine,07/10/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Super bon, rien à ajouter!!!",loli,30/07/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,Excellente tarte et proportions impeccable! Délicieuse servi bien fraîche...,celine_1,20/05/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-aux-marrons-et-au-fromage-blanc_27584.aspx,Tarte aux marrons et au fromage blanc,"Très bon et original. Effectivement, c'est meilleur bien frais!",Aurelie_356,12/03/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,"Excellent, simple et comme beaucoup d’entre nous, j’ai également réduit le sucre 150 grs.",menacar,22/04/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,"Rapide, facile, très onctueux et délicieux !!!!!! Surveiller la cuisson toutes les 7-8min si vous utilisez un four moyenne gamme pour bien égaliser la cuisson en haut et en bas. super !!",VincentChristo,21/02/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,"Excellente recette !!! Je l'ai faite avec un boîte de cocktail de fruits donc comme ils sont déjà bien sucrés, je n'ai mis que 100 g de sucre, un vrai délice.",Lepiaf38,24/02/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,"Excellente recette, très facile et rapide. J'ai suivi les avis précédents et n'ai mis que 150 g de sucre, c'est suffisant. Tenté avec des pommes et des poires. A essayer.",Cecile_2659,18/03/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,Très bon gâteau ! Je l'ai testé avec des abricots et des pêches bien mûrs et une cuillère de fleur d'oranger dans la pâte. La dose de sucre peut être dimunée largement pour mieux apprécier le goût des fruits. A essayer...,estelle_127,13/07/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,Très bon mais beaucoup trop sucré (j'avais mis des pommes granny) je pense qu'il faut diviser par deux la quantité de sucre...,Adelou,28/05/20,3
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,Super façile et délicieux... je l'ai fais avec des poires fraîches et des framboises pour le premier anniversaire de mon ptit loup.,myriam_636,05/05/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,"Je le conseille, à ceux et celles qui veulent faire vite et bon!",Minie,03/10/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-aux-fruits-facile_13377.aspx,Gâteau aux fruits facile,"150 g de sucre devraient suffire. Pour les fruits, j'ai rajouté un reste de salade de fruits...",sabrina_100,30/09/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-vaucluse_253688.aspx,Gâteau Vaucluse,Tout simplement parfait ! Je l'ai réalisé pour l'anniversaire de mon mari. J'ai juste remplacé les framboises par des fraises. Nous nous sommes régalés. Merci pour cette recette facile et délicieuse.,nalette3joy,08/05/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-vaucluse_253688.aspx,Gâteau Vaucluse,"Une génoise très moelleuse, gâteau digne d'un pâtissier... un régal !",linettedonas,01/02/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-vaucluse_253688.aspx,Gâteau Vaucluse,Exellente recette. Magnifique gâteau très léger et savoureux.,linettedonas,19/02/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Excellent, moi qui cherchait une recette de gâteau de semoule qui se distingue! top! ",mm35140,04/11/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Une tuerie pour les fans de semoule. Faute d'avoir des fruits rouges, j'ai remplacé par du caramel. Délicieux.",severineroussignol,11/02/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Nous n'avons pas trop aimé, les goûts des parfums sont mélangés, en plus au démoulage il s'est cassé en morceaux, le thermostat du four,n'est pas indiqué !",Bonemine,19/02/20,2
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Excellent, je l'ai faite sans les framboises ni l'alcool et avec moins de sucre et moins de beurre, c'était parfait. Je l'ai aussi fait cuire dans 5 moules à muffins, merci pour cette recette !",PetitRamisu,27/10/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"De plus chez moi la semoule met à peine 10 min à cuire à feu doux, après ça brûle. ",Julie_Bzh,05/07/20,3
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Un délice... Avec du lait 1/2 écrémé, 80 g de beurre, 100 g de sucre et double de noix de coco. Pas de zestes ni de rhum. La consistance est parfaite.",clementine6901,06/06/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,Merci pour la recette.,nat076,04/05/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,Excellent dessert,mafauve,25/04/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"J'ai remplacé la noix de coco par un sachet de pépites de chocolat : un régal ! Par contre, il faut du coup doubler le temps de cuisson.",ataiette,16/03/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,Pas mal du tout mais peut-être pas assez de sucre et de noix de coco à mon goût !,joela,12/05/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Délicieux, il va falloir que je lutte pour ne pas tout dévorer en une fois ! J'ai suivi les conseils et mis 80 g de sucre et de beurre, j'ai cuit à 200°C (pas vu de consigne sur la température dans la recette ?), et c'est parfait ! La prochaine fois, j'essaie dans des ramequins individuels !",fmior03,14/01/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Une tuerie : j'ai commencé à le manger avant même de le mettre au four ! J'ai suivi les conseils des autres internautes et j'ai mis plus de coco, car je suis fan ! Un délice !",chouket06,03/09/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,Vraiment excellent ! J'y ai ajouté des raisins macérés au Rhum et du caramel... Ils en redemandent tous !,Sylvie_1889,05/05/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"S'il avait un reproche à faire, c'est à moi qu'il faut le faire. Je n'ai pas évité de faire des grumeaux et cela n'était pas agréable. Le gout est super et je le referais",janine_119,15/03/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Très bon dessert, j'ai nappé de caramel : trop bon. Surtout pour les kilos. ",lekeux,20/05/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,Très bon après une nuit au réfrigérateur. J'ai réduit le beurre et le sucre (80 g de chaque). J'ai rajouté 50 g de noix de coco râpé. Délicieux!!!,alexia_227,02/08/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Je l'ai fait cuire à 220°, il a passé une paire d'heures au freezer et je l'ai servi avec un coulis de mangue. Quel succès!",Aurelie_985,14/07/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,Sympa tiède mais encore meilleur après avoir passé une nuit au frigo.,Couleste,28/06/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,Avec 4 gouttes d'huile essentielle de jasmin c'est parfait!!,nolivos1,09/05/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-de-semoule-a-la-noix-de-coco_21607.aspx,Gâteau de semoule à la noix de coco,"Toute la famille a trouvé ce gâteau délicieux et moelleux, je le referai avec plaisir.",mariepierre_307,08/12/20,5
http://www.marmiton.org/recettes/recette-avis_bavarois-a-la-mangue_86053.aspx,Bavarois à la mangue,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,"Trop trop bonne, nature, avec des pépites de chocolat ou des perles de sucre... Mes enfants en raffolent ! Merci pour cette excellente recette... Par contre je fais monter la pâte dans un four préchauffé puis éteint avec un linge humide dessus. .",Nanette60300,16/05/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,Très bonne recette.Mon fils allergique aux oeufs adore ! ,krisscoul,09/08/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,J'y ai ajouté des pépites de chocolat,AudeMT,25/06/20,4
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,"Trop trop bon, avec du sucre perlé à l'intérieur c'était vraiment top ! ",Laurette1109,07/04/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,"Je l'ai testé ce matin et je peux la recommencer... Four à 180℃, je vais vérifier la cuisson au bout de 25 min... la brioche était cramée. ",Tiiiifix,21/03/20,2
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,"Bonne recette. Pour ma part, je l'ai faite avec 20 ml de lait et 20 ml d'eau. Et elle était parfaite avec un sachet de levure de boulanger. A refaire !!! ",Moutbis,26/08/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,Super recettes faciles à faire. La brioche est excellente et bien moelleuse.,celestine67,04/05/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,"Super recette, très facile à réaliser, merci",zaziedjeb,27/02/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,Pour la dorure j'ai utiliser de l'huile.,maliabby,15/11/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,Merci pour cette délieuse recette qui a énormément plu à toute la famille !,Sabie02,19/02/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,"Très bonne recette, j'ai mis les ingrédients dans ma machine à pain pendant 1h30 avec de la levure boulangère en sachet express et la brioche à bien gonflée, pour parfumer j'ai mis des zestes d'orange et saupoudré la pâte de sucre vanillé...un régal...même après plusieurs jours..un p'tit tour au micro ondes et elle est toujours aussi bonne...merci pour la recette",kaetni40,25/02/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,"Miam miam miam, n'ayant pas d'oeuf et voulant un bon gouter c'est LA recette qu'il me fallait.",titane27,15/02/20,5
http://www.marmiton.org/recettes/recette-avis_brioche-tressee-sans-oeuf_105711.aspx,Brioche tressée sans oeuf,Délicieuse à faire et refaire ! ,clazery,13/04/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-crumble-nutella-banane-et-sa-pate-sablee-a-la-noisette_65562.aspx,Tarte crumble Nutella banane et sa pâte sablée à la noisette,"Cette recette est excellente, j'en ferais tout le temps si je pouvais, mais j'essaie de garder la ligne 😂😂😂 ",Polo_212,27/02/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-crumble-nutella-banane-et-sa-pate-sablee-a-la-noisette_65562.aspx,Tarte crumble Nutella banane et sa pâte sablée à la noisette,"Excellent, succulent. On le refera. ",LacuisinedeHugo,25/02/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-crumble-nutella-banane-et-sa-pate-sablee-a-la-noisette_65562.aspx,Tarte crumble Nutella banane et sa pâte sablée à la noisette,"La pâte sablée à base de poudre de noisettes (faite maison) était excellente très goûtée. La pâte à crumble idem. Certes, ce dessert ne se distingue pas par sa légèreté mais le contraste fondant de la banane et du nutella avec le croquant du crumble est super. A manger avec modération.",rianou,29/01/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-crumble-nutella-banane-et-sa-pate-sablee-a-la-noisette_65562.aspx,Tarte crumble Nutella banane et sa pâte sablée à la noisette,"La pâte à crumble est vraiment excellente. Après c'est une question de goût concernant le mélange nutella/banane. C'est un peu lourd après un repas, je la conseille au goûter!!",Julie_3306,03/07/20,4
http://www.marmiton.org/recettes/recette-avis_tarte-au-flan-de-ma-grand-mere_24831.aspx,Tarte au flan de ma grand-mère,"Super bon, simple et rapide. Un peu de sucre en moins et attention au dosage des aromes. A refaire",Audrey_Peter,17/05/20,4
